latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
28.23665,77.06664,346.4,0.42,0.37,2021-04-01,0748,N,VIIRS,n,2.0NRT,320.3,6.3,D
30.58994,76.95629,348.9,0.4,0.37,2021-04-01,0748,N,VIIRS,n,2.0NRT,315,4.5,D
29.39086,76.88231,346.8,0.41,0.37,2021-04-01,0748,N,VIIRS,n,2.0NRT,307,7.6,D
30.61358,77.119,335.5,0.4,0.37,2021-04-01,0748,N,VIIRS,n,2.0NRT,310.1,2.9,D
29.19057,75.7181,339.4,0.45,0.39,2021-04-01,0748,N,VIIRS,l,2.0NRT,314.4,7.9,D
29.21634,76.84401,334.7,0.41,0.37,2021-04-01,0748,N,VIIRS,n,2.0NRT,306.4,1.6,D
29.18265,75.71513,342.1,0.45,0.39,2021-04-01,0748,N,VIIRS,l,2.0NRT,312.8,4.8,D
30.63193,77.15343,299.8,0.4,0.44,2021-04-01,2012,N,VIIRS,n,2.0NRT,288.9,0.5,N
29.46402,75.22588,302.2,0.5,0.49,2021-04-01,2012,N,VIIRS,n,2.0NRT,281.9,0.9,N
30.06787,76.87049,311.5,0.41,0.45,2021-04-01,2012,N,VIIRS,n,2.0NRT,282.5,1.2,N
29.02935,77.04699,342.7,0.45,0.47,2021-04-02,0724,N,VIIRS,n,2.0NRT,309.1,2.6,D
28.91001,77.22807,344.7,0.44,0.46,2021-04-02,0724,N,VIIRS,n,2.0NRT,312,6.4,D
29.03132,77.04533,337.4,0.45,0.47,2021-04-02,0724,N,VIIRS,l,2.0NRT,308,2.7,D
30.41885,77.41962,355.3,0.4,0.44,2021-04-02,0730,N,VIIRS,n,2.0NRT,310.7,6.3,D
30.41783,77.42014,346.4,0.4,0.44,2021-04-02,0730,N,VIIRS,n,2.0NRT,312.5,8.2,D
30.77563,76.88398,345.3,0.42,0.45,2021-04-02,0730,N,VIIRS,n,2.0NRT,310.9,4,D
29.35536,76.73534,311.8,0.39,0.59,2021-04-02,1954,N,VIIRS,n,2.0NRT,278.7,1.9,N
28.83336,76.97001,296.4,0.37,0.58,2021-04-02,1954,N,VIIRS,n,2.0NRT,284.4,0.6,N
28.38959,77.25451,301.3,0.35,0.57,2021-04-02,1954,N,VIIRS,n,2.0NRT,288.1,0.5,N
28.35166,77.26125,297.5,0.35,0.57,2021-04-02,1954,N,VIIRS,n,2.0NRT,287,0.5,N
30.46394,77.23601,336.9,0.37,0.58,2021-04-02,1954,N,VIIRS,n,2.0NRT,287.8,3.8,N
30.37358,77.494,299.8,0.36,0.57,2021-04-02,1954,N,VIIRS,n,2.0NRT,288.3,0.5,N
29.35506,76.73944,322.8,0.39,0.59,2021-04-02,1954,N,VIIRS,n,2.0NRT,279.4,1.9,N
30.65478,77.0609,301,0.38,0.59,2021-04-02,1954,N,VIIRS,n,2.0NRT,287.4,0.4,N
30.46516,77.23571,335.1,0.37,0.58,2021-04-02,1954,N,VIIRS,n,2.0NRT,289.3,3,N
30.46509,77.23641,297,0.62,0.71,2021-04-02,2130,N,VIIRS,n,2.0NRT,286.4,1.5,N
30.44549,77.31194,334.8,0.38,0.59,2021-04-03,0706,N,VIIRS,n,2.0NRT,307.4,2.4,D
29.10297,77.04801,338.8,0.42,0.61,2021-04-03,0706,N,VIIRS,l,2.0NRT,311,4.2,D
30.48595,77.21496,367,0.38,0.59,2021-04-03,0706,N,VIIRS,h,2.0NRT,309.3,6,D
30.48489,77.21611,367,0.38,0.59,2021-04-03,0706,N,VIIRS,h,2.0NRT,310.8,12.7,D
30.71008,76.87801,346,0.4,0.6,2021-04-03,0706,N,VIIRS,n,2.0NRT,307.1,3.2,D
30.45268,77.32049,331.5,0.63,0.72,2021-04-03,0848,N,VIIRS,l,2.0NRT,305.1,5.1,D
30.44895,77.32027,336.5,0.63,0.72,2021-04-03,0848,N,VIIRS,n,2.0NRT,305.4,3.9,D
30.27433,77.38419,299.3,0.7,0.75,2021-04-03,1930,N,VIIRS,n,2.0NRT,282.6,1.1,N
30.48014,77.22078,306.5,0.72,0.75,2021-04-03,1930,N,VIIRS,n,2.0NRT,290,5.7,N
30.47987,77.22812,310.6,0.72,0.75,2021-04-03,1930,N,VIIRS,n,2.0NRT,288.2,4,N
30.41578,77.43823,302.1,0.7,0.75,2021-04-03,1930,N,VIIRS,n,2.0NRT,291.1,1.8,N
30.47621,77.22378,325.8,0.72,0.75,2021-04-03,1930,N,VIIRS,n,2.0NRT,291.6,6.1,N
29.94449,76.57076,295.9,0.77,0.78,2021-04-03,1930,N,VIIRS,n,2.0NRT,282,1.5,N
30.41582,77.44102,303.4,0.34,0.56,2021-04-03,2112,N,VIIRS,n,2.0NRT,291.1,0.7,N
30.48222,77.23041,324.4,0.33,0.56,2021-04-03,2112,N,VIIRS,n,2.0NRT,288.1,1.8,N
30.47727,77.22861,325.1,0.33,0.56,2021-04-03,2112,N,VIIRS,n,2.0NRT,291.6,1.8,N
30.67287,77.08669,332.8,0.32,0.55,2021-04-03,2112,N,VIIRS,n,2.0NRT,291,2.7,N
30.47812,77.22501,316.3,0.33,0.56,2021-04-03,2112,N,VIIRS,n,2.0NRT,289.8,1.8,N
30.47456,77.21743,301.1,0.33,0.56,2021-04-03,2112,N,VIIRS,n,2.0NRT,290.3,1.2,N
30.41661,77.43774,302,0.34,0.56,2021-04-03,2112,N,VIIRS,n,2.0NRT,290.5,0.7,N
30.40231,77.39347,338.9,0.33,0.55,2021-04-04,0830,N,VIIRS,n,2.0NRT,304.1,3.9,D
28.87874,76.55598,343,0.57,0.52,2021-04-04,0830,N,VIIRS,n,2.0NRT,312.4,8.4,D
28.87789,76.55392,346,0.57,0.52,2021-04-04,0830,N,VIIRS,n,2.0NRT,313.6,7.6,D
30.41106,77.43743,367,0.33,0.55,2021-04-04,0830,N,VIIRS,h,2.0NRT,309.6,6.7,D
30.41331,77.46516,337,0.33,0.56,2021-04-04,0830,N,VIIRS,n,2.0NRT,303,3.1,D
30.7231,77.0797,340.7,0.32,0.55,2021-04-04,0830,N,VIIRS,n,2.0NRT,304.6,2,D
30.82956,76.94895,339.7,0.63,0.54,2021-04-04,0830,N,VIIRS,n,2.0NRT,307.3,7.2,D
30.8289,76.94775,335.6,0.63,0.54,2021-04-04,0830,N,VIIRS,l,2.0NRT,307,3.7,D
30.43719,77.37443,312.7,0.56,0.43,2021-04-04,2054,N,VIIRS,n,2.0NRT,286.5,2.5,N
29.64297,77.04804,331.8,0.39,0.36,2021-04-05,2036,N,VIIRS,n,2.0NRT,294,5.3,N
29.09877,77.03255,300.5,0.39,0.36,2021-04-05,2036,N,VIIRS,n,2.0NRT,257.5,0.3,N
29.09941,77.0286,302.7,0.39,0.36,2021-04-05,2036,N,VIIRS,n,2.0NRT,258.5,0.3,N
29.64152,77.04921,338.6,0.38,0.36,2021-04-06,0754,N,VIIRS,l,2.0NRT,309.5,3.9,D
29.6446,77.04881,347.8,0.38,0.36,2021-04-06,0754,N,VIIRS,n,2.0NRT,316.9,34.5,D
28.53705,76.05756,314,0.54,0.42,2021-04-06,2018,N,VIIRS,n,2.0NRT,289.6,1.5,N
27.96077,77.40337,304,0.46,0.39,2021-04-06,2018,N,VIIRS,n,2.0NRT,291.1,0.7,N
29.10674,77.03431,338.2,0.55,0.43,2021-04-07,0736,N,VIIRS,n,2.0NRT,308.5,4.4,D
29.12197,76.67259,343.7,0.38,0.43,2021-04-07,0736,N,VIIRS,n,2.0NRT,310.2,2.8,D
29.1634,75.75723,350.1,0.43,0.46,2021-04-07,0736,N,VIIRS,n,2.0NRT,314.3,22.3,D
28.27692,76.08769,344.6,0.43,0.46,2021-04-07,0736,N,VIIRS,n,2.0NRT,314.5,8.6,D
29.10625,77.03226,337.2,0.55,0.43,2021-04-07,0736,N,VIIRS,n,2.0NRT,307.9,2.9,D
28.44117,76.99987,303.3,0.59,0.53,2021-04-07,2000,N,VIIRS,n,2.0NRT,293.2,1.2,N
29.32142,76.44212,316.2,0.33,0.55,2021-04-07,2000,N,VIIRS,n,2.0NRT,290.6,1.2,N
28.95966,76.33794,305.5,0.74,0.76,2021-04-07,2136,N,VIIRS,n,2.0NRT,285.9,0.7,N
28.96047,76.34087,304.7,0.74,0.76,2021-04-07,2136,N,VIIRS,n,2.0NRT,285.8,1.4,N
28.09935,77.26134,367,0.35,0.57,2021-04-08,0712,N,VIIRS,h,2.0NRT,315.5,3.8,D
28.09854,77.25782,342.5,0.35,0.57,2021-04-08,0712,N,VIIRS,n,2.0NRT,313.7,3.8,D
28.10446,77.25985,344.5,0.35,0.57,2021-04-08,0712,N,VIIRS,n,2.0NRT,312.7,3.8,D
30.14754,77.23608,344.6,0.76,0.77,2021-04-08,0854,N,VIIRS,n,2.0NRT,301.5,10.8,D
30.14653,77.24059,339.9,0.76,0.77,2021-04-08,0854,N,VIIRS,n,2.0NRT,301.2,7.7,D
28.75346,76.89329,296.4,0.59,0.7,2021-04-08,1942,N,VIIRS,n,2.0NRT,286.2,0.4,N
28.89118,77.14398,305.3,0.44,0.62,2021-04-08,2118,N,VIIRS,n,2.0NRT,289.9,0.9,N
29.69234,76.64162,342.7,0.65,0.73,2021-04-09,0654,N,VIIRS,n,2.0NRT,305,7.4,D
28.21505,77.26455,339.2,0.65,0.73,2021-04-09,0654,N,VIIRS,n,2.0NRT,309.8,12.2,D
27.9884,77.31666,351.3,0.66,0.73,2021-04-09,0654,N,VIIRS,n,2.0NRT,309.9,9.3,D
27.98409,77.31608,352.4,0.66,0.73,2021-04-09,0654,N,VIIRS,n,2.0NRT,309.3,7.5,D
28.21327,77.25792,367,0.65,0.73,2021-04-09,0654,N,VIIRS,h,2.0NRT,311.5,12.2,D
28.21619,77.25868,367,0.65,0.73,2021-04-09,0654,N,VIIRS,h,2.0NRT,313.5,19.2,D
29.69687,76.64278,352.2,0.65,0.73,2021-04-09,0654,N,VIIRS,n,2.0NRT,305.4,9.1,D
29.69421,76.64827,333.4,0.65,0.73,2021-04-09,0654,N,VIIRS,n,2.0NRT,304.8,9.2,D
28.16857,77.25211,348.3,0.38,0.59,2021-04-09,0836,N,VIIRS,n,2.0NRT,316.3,3.1,D
30.68347,76.97028,335.8,0.39,0.59,2021-04-09,0836,N,VIIRS,n,2.0NRT,310.8,1.5,D
27.96091,77.36081,367,0.39,0.59,2021-04-09,0836,N,VIIRS,h,2.0NRT,319.9,20,D
30.68897,76.96931,343.5,0.39,0.59,2021-04-09,0836,N,VIIRS,n,2.0NRT,311.3,3.1,D
30.47425,77.23464,325.8,0.44,0.46,2021-04-09,2100,N,VIIRS,n,2.0NRT,291.5,3.2,N
30.47519,77.23016,336.9,0.44,0.46,2021-04-09,2100,N,VIIRS,n,2.0NRT,294.2,3.2,N
30.18171,77.10381,303.3,0.44,0.46,2021-04-09,2100,N,VIIRS,n,2.0NRT,286.1,0.5,N
30.23334,76.62475,296.7,0.41,0.45,2021-04-09,2100,N,VIIRS,n,2.0NRT,286.3,0.5,N
28.88827,77.10874,303.2,0.47,0.47,2021-04-09,2100,N,VIIRS,n,2.0NRT,289,1.7,N
28.88399,77.10757,339,0.47,0.47,2021-04-09,2100,N,VIIRS,n,2.0NRT,290.4,1.7,N
28.88408,77.10573,338.2,0.47,0.47,2021-04-09,2100,N,VIIRS,n,2.0NRT,289.4,4.1,N
27.75513,76.94302,299.1,0.48,0.48,2021-04-09,2100,N,VIIRS,n,2.0NRT,288.8,0.5,N
28.50645,76.68308,349.2,0.56,0.43,2021-04-10,0818,N,VIIRS,n,2.0NRT,316.4,12.7,D
28.00077,77.30583,338.1,0.4,0.44,2021-04-10,0818,N,VIIRS,l,2.0NRT,312.4,1.4,D
28.46098,76.29494,347.5,0.53,0.42,2021-04-10,0818,N,VIIRS,n,2.0NRT,320.7,15.9,D
29.16224,77.10501,343.6,0.4,0.44,2021-04-10,0818,N,VIIRS,n,2.0NRT,308.7,67.4,D
29.16589,77.10028,352.3,0.4,0.44,2021-04-10,0818,N,VIIRS,l,2.0NRT,323.2,37.7,D
29.17044,77.10387,344.8,0.4,0.44,2021-04-10,0818,N,VIIRS,n,2.0NRT,312.3,7.2,D
29.16999,77.09972,357.1,0.4,0.44,2021-04-10,0818,N,VIIRS,n,2.0NRT,318.1,12.1,D
29.16953,77.09557,344.7,0.4,0.44,2021-04-10,0818,N,VIIRS,n,2.0NRT,314.9,12.1,D
29.17454,77.10331,336.1,0.4,0.44,2021-04-10,0818,N,VIIRS,l,2.0NRT,310.4,7.2,D
29.17409,77.09915,348.9,0.4,0.44,2021-04-10,0818,N,VIIRS,n,2.0NRT,313.7,12.1,D
29.23018,77.01205,344.5,0.4,0.44,2021-04-10,0818,N,VIIRS,n,2.0NRT,314.7,3.2,D
30.47106,77.24812,343.2,0.42,0.45,2021-04-10,0818,N,VIIRS,l,2.0NRT,316.6,4,D
30.47479,77.24311,345.5,0.42,0.45,2021-04-10,0818,N,VIIRS,n,2.0NRT,317.3,4.3,D
28.43835,76.7281,299.6,0.41,0.37,2021-04-10,2042,N,VIIRS,n,2.0NRT,286.4,0.5,N
30.80543,76.93447,322.2,0.4,0.37,2021-04-10,2042,N,VIIRS,n,2.0NRT,291.1,1.5,N
29.85377,77.03712,302.4,0.41,0.37,2021-04-10,2042,N,VIIRS,n,2.0NRT,288.9,0.5,N
29.3971,77.0154,305,0.41,0.37,2021-04-10,2042,N,VIIRS,n,2.0NRT,288.7,0.6,N
29.33406,76.68771,298.4,0.4,0.37,2021-04-10,2042,N,VIIRS,n,2.0NRT,286.4,0.3,N
29.27505,76.43307,335.8,0.4,0.37,2021-04-10,2042,N,VIIRS,n,2.0NRT,292.1,4,N
29.0349,77.05672,307,0.42,0.37,2021-04-10,2042,N,VIIRS,n,2.0NRT,288.4,0.7,N
30.70918,76.99209,342.2,0.4,0.37,2021-04-11,0800,N,VIIRS,l,2.0NRT,314.5,3.2,D
27.9857,77.52289,345.6,0.39,0.36,2021-04-11,0800,N,VIIRS,n,2.0NRT,314.8,4.6,D
28.34946,76.68583,348.7,0.39,0.36,2021-04-11,0800,N,VIIRS,l,2.0NRT,320.5,7.4,D
29.20463,75.73505,348.8,0.38,0.36,2021-04-11,0800,N,VIIRS,n,2.0NRT,313,4.9,D
29.60877,76.78516,367,0.39,0.36,2021-04-11,0800,N,VIIRS,h,2.0NRT,342.1,90.6,D
29.61209,76.78454,351.1,0.39,0.36,2021-04-11,0800,N,VIIRS,n,2.0NRT,317.2,12.5,D
29.61151,76.78053,344.6,0.39,0.36,2021-04-11,0800,N,VIIRS,n,2.0NRT,316.6,12.5,D
29.7121,76.82419,348.3,0.39,0.36,2021-04-11,0800,N,VIIRS,n,2.0NRT,312.4,4.4,D
30.70858,76.98785,336.9,0.4,0.37,2021-04-11,0800,N,VIIRS,l,2.0NRT,311.6,3.2,D
29.81763,77.05899,297.6,0.43,0.38,2021-04-11,2024,N,VIIRS,n,2.0NRT,286.6,0.2,N
30.42868,77.39674,337.6,0.44,0.38,2021-04-12,0742,N,VIIRS,n,2.0NRT,308.3,5.9,D
27.90036,77.3074,367,0.47,0.4,2021-04-12,0742,N,VIIRS,h,2.0NRT,319.5,14.4,D
30.42948,77.40128,347.4,0.44,0.38,2021-04-12,0742,N,VIIRS,n,2.0NRT,312.1,5.9,D
30.46411,77.16312,348.5,0.44,0.39,2021-04-12,0742,N,VIIRS,n,2.0NRT,311.1,10.6,D
30.46762,77.1623,339.5,0.44,0.39,2021-04-12,0742,N,VIIRS,n,2.0NRT,305.2,4.4,D
29.35337,77.05421,299.5,0.48,0.48,2021-04-12,2006,N,VIIRS,n,2.0NRT,287.4,0.6,N
29.10134,76.19969,311.2,0.54,0.51,2021-04-12,2006,N,VIIRS,n,2.0NRT,289.6,1.1,N
27.92583,77.19173,315.8,0.46,0.47,2021-04-12,2006,N,VIIRS,n,2.0NRT,290.5,1,N
30.62705,77.09841,305.1,0.5,0.49,2021-04-12,2006,N,VIIRS,n,2.0NRT,293.3,1.4,N
30.62659,77.10335,306.7,0.5,0.49,2021-04-12,2006,N,VIIRS,n,2.0NRT,293.4,0.8,N
30.6257,77.10248,313.8,0.5,0.49,2021-04-12,2006,N,VIIRS,n,2.0NRT,293.8,2.3,N
30.43115,77.39391,341.9,0.48,0.48,2021-04-12,2006,N,VIIRS,n,2.0NRT,295,4.7,N
27.9997,77.51848,336.6,0.55,0.51,2021-04-13,0718,N,VIIRS,l,2.0NRT,310.9,1.9,D
28.22961,77.27377,339.5,0.56,0.51,2021-04-13,0718,N,VIIRS,l,2.0NRT,312.8,4.1,D
29.85006,77.11962,330.3,0.53,0.5,2021-04-13,0718,N,VIIRS,l,2.0NRT,304.6,4.8,D
29.84889,77.11421,340,0.53,0.5,2021-04-13,0718,N,VIIRS,n,2.0NRT,304.7,4.6,D
27.90863,77.44504,341.6,0.55,0.51,2021-04-13,0718,N,VIIRS,n,2.0NRT,312.6,4.8,D
28.03324,77.35648,352.7,0.56,0.51,2021-04-13,0718,N,VIIRS,n,2.0NRT,312.6,8.3,D
28.23427,77.27248,340.8,0.56,0.51,2021-04-13,0718,N,VIIRS,l,2.0NRT,312.2,4.1,D
28.44823,76.74543,349.4,0.59,0.53,2021-04-13,0718,N,VIIRS,n,2.0NRT,315.7,10.8,D
28.45165,76.74845,344,0.59,0.53,2021-04-13,0718,N,VIIRS,n,2.0NRT,313.5,9.2,D
28.45029,76.74248,348.7,0.59,0.53,2021-04-13,0718,N,VIIRS,n,2.0NRT,315.8,11.6,D
29.23691,77.066,346.9,0.55,0.51,2021-04-13,0718,N,VIIRS,n,2.0NRT,311.4,6.1,D
29.84552,77.12091,339.2,0.53,0.5,2021-04-13,0718,N,VIIRS,n,2.0NRT,304.2,6.1,D
29.84435,77.1155,342.9,0.53,0.5,2021-04-13,0718,N,VIIRS,n,2.0NRT,306.7,6.3,D
30.27341,77.39878,300.8,0.45,0.63,2021-04-13,1942,N,VIIRS,n,2.0NRT,287.4,0.7,N
29.27052,75.86082,304.2,0.55,0.68,2021-04-13,1948,N,VIIRS,n,2.0NRT,289.1,1.6,N
29.27085,75.855,303.4,0.55,0.68,2021-04-13,1948,N,VIIRS,n,2.0NRT,289,1.7,N
29.43659,76.94852,299.8,0.51,0.66,2021-04-13,2124,N,VIIRS,n,2.0NRT,289.7,0.9,N
28.45164,76.71746,339.9,0.56,0.69,2021-04-14,0700,N,VIIRS,n,2.0NRT,309.2,8.2,D
27.89992,77.46089,340.4,0.53,0.67,2021-04-14,0700,N,VIIRS,n,2.0NRT,304.8,2.4,D
27.90007,77.46322,332.8,0.53,0.67,2021-04-14,0700,N,VIIRS,l,2.0NRT,305,3.3,D
28.23042,77.26321,344.7,0.53,0.67,2021-04-14,0700,N,VIIRS,n,2.0NRT,307.6,5.2,D
28.40683,76.76275,337,0.56,0.69,2021-04-14,0700,N,VIIRS,n,2.0NRT,306.8,4.1,D
28.40348,76.76431,335.8,0.56,0.69,2021-04-14,0700,N,VIIRS,l,2.0NRT,308.3,2.7,D
28.42183,76.78287,352.2,0.56,0.69,2021-04-14,0700,N,VIIRS,n,2.0NRT,307.6,4,D
28.42033,76.77721,335.2,0.56,0.69,2021-04-14,0700,N,VIIRS,l,2.0NRT,307,4,D
28.428,76.78083,341.7,0.56,0.69,2021-04-14,0700,N,VIIRS,n,2.0NRT,307.7,4,D
28.42651,76.77518,337.5,0.56,0.69,2021-04-14,0700,N,VIIRS,l,2.0NRT,308.4,4,D
28.45014,76.71175,347.7,0.56,0.69,2021-04-14,0700,N,VIIRS,n,2.0NRT,309.9,7.9,D
28.45782,76.7154,348.1,0.56,0.69,2021-04-14,0700,N,VIIRS,n,2.0NRT,309.3,9.6,D
28.45633,76.70969,342.7,0.56,0.69,2021-04-14,0700,N,VIIRS,n,2.0NRT,308.9,7.2,D
28.45871,76.71177,337.2,0.56,0.69,2021-04-14,0700,N,VIIRS,l,2.0NRT,307.5,3.6,D
28.95251,77.09896,343.6,0.52,0.67,2021-04-14,0700,N,VIIRS,n,2.0NRT,307,5.7,D
29.74989,77.13116,333.7,0.5,0.66,2021-04-14,0700,N,VIIRS,n,2.0NRT,302.9,3.8,D
28.54287,76.8386,342.4,0.45,0.63,2021-04-14,0842,N,VIIRS,n,2.0NRT,303,9.9,D
28.91353,77.15561,367,0.48,0.65,2021-04-14,0842,N,VIIRS,h,2.0NRT,308.3,20.2,D
28.9132,77.15056,367,0.48,0.65,2021-04-14,0842,N,VIIRS,h,2.0NRT,311.1,23.9,D
30.28324,76.74139,351.4,0.47,0.64,2021-04-14,0842,N,VIIRS,n,2.0NRT,300.4,6.3,D
30.27987,76.74242,367,0.47,0.64,2021-04-14,0842,N,VIIRS,h,2.0NRT,301.3,6,D
28.54319,76.84339,367,0.45,0.63,2021-04-14,0842,N,VIIRS,h,2.0NRT,307.4,23.5,D
28.25962,76.66267,342.4,0.45,0.47,2021-04-15,0824,N,VIIRS,l,2.0NRT,314.8,6,D
28.28189,76.78974,343.1,0.46,0.47,2021-04-15,0824,N,VIIRS,n,2.0NRT,308.2,7.2,D
28.94152,76.98876,345.6,0.48,0.48,2021-04-15,0824,N,VIIRS,n,2.0NRT,313.5,12.3,D
28.941,76.98374,344,0.48,0.48,2021-04-15,0824,N,VIIRS,n,2.0NRT,309.4,12.3,D
28.94323,76.98512,355.3,0.48,0.48,2021-04-15,0824,N,VIIRS,n,2.0NRT,314.6,23.9,D
29.09167,76.94984,346.1,0.48,0.48,2021-04-15,0824,N,VIIRS,n,2.0NRT,311.4,7.9,D
29.3429,76.18616,345.5,0.44,0.46,2021-04-15,0824,N,VIIRS,n,2.0NRT,313.8,5.4,D
29.69828,76.76083,336.1,0.48,0.48,2021-04-15,0824,N,VIIRS,l,2.0NRT,309.2,4.4,D
29.70273,76.76029,338.2,0.48,0.48,2021-04-15,0824,N,VIIRS,n,2.0NRT,306.5,4.4,D
28.30021,77.13685,339.5,0.48,0.48,2021-04-15,0824,N,VIIRS,l,2.0NRT,310.3,2.2,D
29.47528,76.30236,299.4,0.44,0.38,2021-04-15,2048,N,VIIRS,n,2.0NRT,288.4,0.4,N
30.00595,76.52747,296.2,0.44,0.38,2021-04-15,2048,N,VIIRS,n,2.0NRT,281,0.3,N
29.89167,76.37351,301.4,0.43,0.38,2021-04-15,2048,N,VIIRS,n,2.0NRT,285.7,4,N
29.88819,76.37268,335.3,0.43,0.38,2021-04-15,2048,N,VIIRS,n,2.0NRT,288,4,N
29.47576,76.30005,301,0.44,0.38,2021-04-15,2048,N,VIIRS,n,2.0NRT,288.6,0.4,N
29.34015,77.01163,306,0.47,0.39,2021-04-15,2048,N,VIIRS,n,2.0NRT,288.8,0.5,N
29.34015,77.0097,304.5,0.47,0.39,2021-04-15,2048,N,VIIRS,n,2.0NRT,288.9,0.6,N
28.55448,76.60014,310.8,0.46,0.39,2021-04-15,2048,N,VIIRS,n,2.0NRT,289,1.2,N
28.38844,76.74187,303.1,0.47,0.4,2021-04-15,2048,N,VIIRS,n,2.0NRT,288.6,0.5,N
28.3041,76.77123,299.7,0.47,0.4,2021-04-15,2048,N,VIIRS,n,2.0NRT,288.6,0.7,N
28.13027,77.25528,340.5,0.43,0.38,2021-04-16,0806,N,VIIRS,l,2.0NRT,313.8,4.6,D
28.00733,77.43546,346.1,0.43,0.38,2021-04-16,0806,N,VIIRS,n,2.0NRT,310.3,6.5,D
27.92032,77.19201,339.4,0.42,0.38,2021-04-16,0806,N,VIIRS,l,2.0NRT,309.7,5.4,D
27.91843,77.47153,337.4,0.43,0.38,2021-04-16,0806,N,VIIRS,l,2.0NRT,309.9,4.7,D
29.98382,77.0716,331.8,0.44,0.38,2021-04-16,0806,N,VIIRS,n,2.0NRT,299.3,1.2,D
29.98388,77.0705,330.7,0.43,0.38,2021-04-16,0806,N,VIIRS,n,2.0NRT,299.3,1,D
29.25674,76.62891,332.4,0.42,0.37,2021-04-16,0806,N,VIIRS,n,2.0NRT,267.1,2.6,D
28.12969,77.25095,341.5,0.43,0.38,2021-04-16,0806,N,VIIRS,l,2.0NRT,313.9,4.6,D
30.68031,77.03767,301.7,0.4,0.37,2021-04-16,2030,N,VIIRS,n,2.0NRT,290.6,0.5,N
29.12528,75.77811,306.9,0.41,0.37,2021-04-16,2030,N,VIIRS,n,2.0NRT,289.2,1.4,N
29.9201,74.95464,297,0.45,0.39,2021-04-16,2030,N,VIIRS,n,2.0NRT,286,0.8,N
28.92577,77.09626,336.3,0.41,0.37,2021-04-17,0748,N,VIIRS,l,2.0NRT,309.3,2.1,D
29.69905,77.06331,345.9,0.41,0.37,2021-04-17,0748,N,VIIRS,n,2.0NRT,313,15.5,D
29.67586,76.47365,303.3,0.43,0.46,2021-04-17,2012,N,VIIRS,n,2.0NRT,288.4,0.8,N
29.36982,76.91831,306.8,0.4,0.44,2021-04-17,2012,N,VIIRS,n,2.0NRT,289.6,1.1,N
29.31552,76.59878,306.7,0.42,0.45,2021-04-17,2012,N,VIIRS,n,2.0NRT,288.3,0.7,N
29.90734,77.08448,299.9,0.4,0.44,2021-04-17,2012,N,VIIRS,n,2.0NRT,288.3,0.6,N
29.67542,76.47607,304.5,0.43,0.46,2021-04-17,2012,N,VIIRS,n,2.0NRT,288.4,0.4,N
28.43145,76.68455,333,0.49,0.48,2021-04-18,0724,N,VIIRS,l,2.0NRT,307.5,3,D
28.53581,76.83739,337.7,0.47,0.48,2021-04-18,0724,N,VIIRS,n,2.0NRT,307.2,1.8,D
28.54013,76.83625,338.3,0.47,0.48,2021-04-18,0724,N,VIIRS,n,2.0NRT,307.3,3.9,D
28.49515,76.62285,338.5,0.49,0.48,2021-04-18,0724,N,VIIRS,n,2.0NRT,307.7,3.2,D
28.64847,76.63195,338.8,0.48,0.48,2021-04-18,0724,N,VIIRS,n,2.0NRT,305.3,3.6,D
28.63783,76.425,352.7,0.5,0.49,2021-04-18,0724,N,VIIRS,n,2.0NRT,307.7,32.6,D
28.64226,76.42381,350.7,0.5,0.49,2021-04-18,0724,N,VIIRS,n,2.0NRT,307,32.6,D
28.63976,76.42661,344.6,0.5,0.49,2021-04-18,0724,N,VIIRS,n,2.0NRT,307.7,92.2,D
28.6431,76.42039,332.9,0.5,0.49,2021-04-18,0724,N,VIIRS,l,2.0NRT,303,4.4,D
28.84775,76.4045,339.3,0.49,0.49,2021-04-18,0724,N,VIIRS,n,2.0NRT,302.6,3.2,D
28.84895,76.40092,330.4,0.49,0.49,2021-04-18,0724,N,VIIRS,l,2.0NRT,302.6,3.2,D
27.93752,77.4938,340.9,0.45,0.47,2021-04-18,0724,N,VIIRS,l,2.0NRT,313.4,5.1,D
27.9293,77.4534,336.2,0.45,0.47,2021-04-18,0724,N,VIIRS,l,2.0NRT,310.7,2.7,D
27.90985,77.35808,345.1,0.45,0.47,2021-04-18,0724,N,VIIRS,n,2.0NRT,312.6,3.8,D
27.91411,77.35698,341.5,0.45,0.47,2021-04-18,0724,N,VIIRS,n,2.0NRT,313.2,3.8,D
28.01855,77.35514,342.6,0.45,0.47,2021-04-18,0724,N,VIIRS,l,2.0NRT,314,3.3,D
28.05541,77.42673,340.5,0.45,0.47,2021-04-18,0724,N,VIIRS,n,2.0NRT,311.2,1.8,D
28.09645,77.45996,337.2,0.44,0.46,2021-04-18,0724,N,VIIRS,l,2.0NRT,310.1,6,D
28.13385,77.36029,338.4,0.45,0.47,2021-04-18,0724,N,VIIRS,l,2.0NRT,312.8,4.5,D
28.19435,77.34105,346.1,0.45,0.47,2021-04-18,0724,N,VIIRS,n,2.0NRT,309.2,4.1,D
28.19858,77.33997,340.8,0.45,0.47,2021-04-18,0724,N,VIIRS,n,2.0NRT,306.9,3.2,D
28.21583,77.40202,341.3,0.45,0.47,2021-04-18,0724,N,VIIRS,l,2.0NRT,312.9,3.5,D
